^ARTICOLO        ^|^DES.ART.^|^DES.ART.2^|^N.ORD.^|^ANNO^|^RG^|^CONTO^|^RAG.SOC.^|^UM^|^Q.TA^|^Q.TA RESIDUA^|^Q.TA PRONTA^|^D.CONS. ^|^IMP.NET.RES.^
^A287000         ^|^MOUNTING HEAD VW276 PASSENGER ^|^LHD <975-1098>                ^|^A0000199^|2018|1|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^         10.000,000^|^          4.324,000^|0|^27/04/2018^|^           3.952,14^
^A287000         ^|^MOUNTING HEAD VW276 PASSENGER ^|^LHD <975-1098>                ^|^A0000257^|2018|2|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^         10.000,000^|^         10.000,000^|0|^02/05/2018^|^           9.140,00^
^A287000         ^|^MOUNTING HEAD VW276 PASSENGER ^|^LHD <975-1098>                ^|^S0000003^|2018|2|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^          6.360,000^|^          6.360,000^|0|^02/05/2018^|^           5.813,04^
^A287010         ^|^MOUNTING HEAD VW276 DRIVER    ^|^RHD <867-1101>                ^|^A0000085^|2018|3|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^         10.000,000^|^          1.520,000^|0|^01/03/2018^|^           1.431,84^
^A287010         ^|^MOUNTING HEAD VW276 DRIVER    ^|^RHD <867-1101>                ^|^S0000002^|2018|3|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^          1.544,000^|^          1.544,000^|0|^01/04/2018^|^           1.454,45^
^A287010         ^|^MOUNTING HEAD VW276 DRIVER    ^|^RHD <867-1101>                ^|^S0000003^|2018|3|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|583000|583000|0|^02/05/2018^|^             549,19^
^A287020         ^|^MOUNTING HEAD VW276 PASSENGER ^|^RHD <867-1101>                ^|^A0000085^|2018|4|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^         10.000,000^|^          1.644,000^|0|^01/03/2018^|^           1.502,62^
^A287020         ^|^MOUNTING HEAD VW276 PASSENGER ^|^RHD <867-1101>                ^|^S0000002^|2018|4|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|^          1.544,000^|^          1.544,000^|0|^01/04/2018^|^           1.411,22^
^A287020         ^|^MOUNTING HEAD VW276 PASSENGER ^|^RHD <867-1101>                ^|^S0000003^|2018|4|9010862|^FEDERAL MOGUL MOTORPARTS      ^|^PZ^|583000|583000|0|^02/05/2018^|^             532,86^
^A287120         ^|^GREZZO PRESSOFUSO BASE XV0    ^|^diam. 22   <1101> 050.0177.Z  ^|^A0000158^|2018|2|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^07/05/2018^|^           1.447,50^
^A287130         ^|^GREZZO PRESSOFUSO BASE XV0    ^|^<1108>   050.0176.Z           ^|^A0000158^|2018|1|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^07/05/2018^|^           1.489,50^
^A287150         ^|^GREZZO PRESSOFUSO COPERCHIO   ^|^IN 3/8" G L KUMA    100.0369.Z^|^A0000158^|2018|13|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^10/04/2018^|^           1.589,00^
^A287160         ^|^GREZZO PRESSOFUSO BASE DIAM.32^|^BH  LITTLE KUMA  100.0374.Z   ^|^A0000158^|2018|14|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^10/04/2018^|^           1.450,00^
^A287290         ^|^GREZZO PRESSOFUSO BASE XV1    ^|^d.50,8 SAE AA<1095> 100.0273.Z^|^A0000169^|2018|2|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           1.858,00^
^A287320         ^|^COVER K39  ROH=BEARB          ^|^NEW A5E41975868 <1122>        ^|^A0000249^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^05/07/2018^|^           2.390,00^
^A287340         ^|^COVER K/F 69   ROH=BEARB      ^|^A5E38763445 <1124>            ^|^A0001017^|2017|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^19/04/2018^|^           2.680,00^
^A287390         ^|^COPRI ATTACCO A MURO          ^|^ATTCOPSTEPGR  <1125>          ^|^A0000215^|2018|2|8002662|^IRSAP SPA                     ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^24/04/2018^|^           1.388,00^
^A287400         ^|^ATTACCO MURO                  ^|^ATTMURSTEPGR  <1125>          ^|^A0000215^|2018|1|8002662|^IRSAP SPA                     ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^24/04/2018^|^             924,00^
^A287480         ^|^SUPPORTO GREZZO GR.2.5        ^|^LEGA L91 <1121-01> 12500300/G ^|^A0000578^|2017|3|8005052|^PETRONE OLEODINAMICA SRL      ^|^PZ^|^          2.700,000^|945000|0|^12/01/2018^|^             945,00^
^A287680         ^|^COPERTURA SUPERIORE 119GV685  ^|^BARRIERA LUNGA   <1102>       ^|^A0000137^|2018|1|8004303|^CAME SPA                      ^|^PZ^|100000|100000|0|^31/03/2018^|^             956,00^
^A287680         ^|^COPERTURA SUPERIORE 119GV685  ^|^BARRIERA LUNGA   <1102>       ^|^A0000187^|2018|1|8004303|^CAME SPA                      ^|^PZ^|100000|100000|0|^09/04/2018^|^             956,00^
^A287740         ^|^INFER.SCORR. KALOS XL AM GR SC^|^VERNIC.MATER.105<1135>64104912^|^A0000213^|2018|1|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/05/2018^|^           3.205,00^
^A287740         ^|^INFER.SCORR. KALOS XL AM GR SC^|^VERNIC.MATER.105<1135>64104912^|^A0000213^|2018|5|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/07/2018^|^           3.205,00^
^A287750         ^|^PROTEZ. PIGNONE SCORR. KALOS  ^|^VERNIC.MATER.105<1135>64104913^|^A0000213^|2018|2|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/05/2018^|^             450,00^
^A287750         ^|^PROTEZ. PIGNONE SCORR. KALOS  ^|^VERNIC.MATER.105<1135>64104913^|^A0000213^|2018|6|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/07/2018^|^             450,00^
^A287760         ^|^SUPER. SCORR. KALOS XL AM GR. ^|^VERNIC.MATER.105<1134>64104917^|^A0000213^|2018|3|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/05/2018^|^           3.730,00^
^A287760         ^|^SUPER. SCORR. KALOS XL AM GR. ^|^VERNIC.MATER.105<1134>64104917^|^A0000213^|2018|7|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/07/2018^|^           3.730,00^
^A287770         ^|^SPORTELL.SBLO.SCORREV. KALOS  ^|^VERN. MATER.105 <1134>64104918^|^A0000213^|2018|4|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/05/2018^|^             450,00^
^A287770         ^|^SPORTELL.SBLO.SCORREV. KALOS  ^|^VERN. MATER.105 <1134>64104918^|^A0000213^|2018|8|8005060|^ALLMATIC   SRL                ^|^PZ^|500000|500000|0|^09/07/2018^|^             450,00^
^A287780         ^|^GREZZO PRESSOFUSO COPERCHIO XV^|^200.0236.Z <114701>           ^|^A0000109^|2018|1|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|^          1.251,000^|1000|0|^28/02/2018^|^               1,88^
^A287880         ^|^FLANGIA GR40 8B DV HIDAC dis. ^|^DIS.11062<1159>               ^|^A0000145^|2018|1|8005063|^SETTIMA MECCANICA  SRL        ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^04/04/2018^|^           3.557,00^
^A287890         ^|^FLANGIA SAEA GR38 DIS.6172    ^|^<1142/02>                     ^|^A0000198^|2018|1|8005063|^SETTIMA MECCANICA  SRL        ^|^PZ^|^          1.000,000^|553000|0|^20/04/2018^|^           1.397,98^
^A287920         ^|^BOCCOLA  AF.A000904.A     -025^|^<1120>  alt.totale 17mm       ^|^A0000027^|2018|1|8005081|^PRONIK SRL                    ^|^PZ^|^         16.000,000^|^         11.407,000^|0|^22/02/2018^|^           3.992,45^
^A287920         ^|^BOCCOLA  AF.A000904.A     -025^|^<1120>  alt.totale 17mm       ^|^A0000027^|2018|2|8005081|^PRONIK SRL                    ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^22/02/2018^|^           7.000,00^
^A287920         ^|^BOCCOLA  AF.A000904.A     -025^|^<1120>  alt.totale 17mm       ^|^S0000004^|2018|2|8005081|^PRONIK SRL                    ^|^PZ^|^         28.500,000^|^         28.500,000^|0|^01/04/2018^|^               0,00^
^A287920         ^|^BOCCOLA  AF.A000904.A     -025^|^<1120>  alt.totale 17mm       ^|^S0000004^|2018|3|8005081|^PRONIK SRL                    ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^02/05/2018^|^               0,00^
^A287920         ^|^BOCCOLA  AF.A000904.A     -025^|^<1120>  alt.totale 17mm       ^|^S0000004^|2018|4|8005081|^PRONIK SRL                    ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^01/06/2018^|^               0,00^
^A287940         ^|^FLANGIA GR55-60-70 SMU(12910) ^|^<1160>                        ^|^A0000059^|2018|1|8005063|^SETTIMA MECCANICA  SRL        ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^16/03/2018^|^           5.273,00^
^A287980         ^|^GREZZO PRESSOFUSO BASE "SAE B"^|^dia.101,6XV3-300.0136.Z <1151>^|^A0000087^|2018|11|8005031|^VIVOIL OLEODINAMICA SRL       ^|^PZ^|500000|84000|0|^09/04/2018^|^             455,78^
^A288000         ^|^GIOVE COMPASSO ESTERNO DX     ^|^7ST30EA7395                   ^|^A0000759^|2017|11|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|364000|0|^15/05/2018^|^             661,75^
^A288000         ^|^GIOVE COMPASSO ESTERNO DX     ^|^7ST30EA7395 <1185>            ^|^A0000082^|2018|1|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.818,00^
^A288010         ^|^GIOVE COMPASSO ESTERNO SX     ^|^7ST30EA7400                   ^|^A0000759^|2017|12|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|360000|0|^15/05/2018^|^             654,48^
^A288010         ^|^GIOVE COMPASSO ESTERNO SX     ^|^7ST30EA7400 <1185>            ^|^A0000082^|2018|2|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.818,00^
^A288020         ^|^GIOVE COMPASSO INTERNO DX     ^|^7ST30EA7405                   ^|^A0000759^|2017|13|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|359000|0|^15/05/2018^|^             698,26^
^A288020         ^|^GIOVE COMPASSO INTERNO DX     ^|^7ST30EA7405 <1186>            ^|^A0000082^|2018|3|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.945,00^
^A288030         ^|^GIOVE COMPASSO INTERNO SX     ^|^7ST30EA7410                   ^|^A0000759^|2017|14|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|359000|0|^15/05/2018^|^             698,26^
^A288030         ^|^GIOVE COMPASSO INTERNO SX     ^|^7ST30EA7410 <1186>            ^|^A0000082^|2018|4|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.945,00^
^A288040         ^|^GIOVE STAFFA LETTO DX         ^|^7ST30EA7415                   ^|^A0000759^|2017|15|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|579000|0|^15/05/2018^|^             694,22^
^A288040         ^|^GIOVE STAFFA LETTO DX         ^|^7ST30EA7415 <1187>            ^|^A0000082^|2018|5|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.199,00^
^A288050         ^|^GIOVE STAFFA LETTO SX         ^|^7ST30EA7420                   ^|^A0000759^|2017|16|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|579000|0|^15/05/2018^|^             694,22^
^A288050         ^|^GIOVE STAFFA LETTO SX         ^|^7ST30EA7420 <1187>            ^|^A0000082^|2018|6|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^           1.199,00^
^A288060         ^|^GIOVE STAFFA SPONDA DX        ^|^7ST30EA7425                   ^|^A0000759^|2017|17|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|579000|0|^15/05/2018^|^             577,26^
^A288060         ^|^GIOVE STAFFA SPONDA DX        ^|^7ST30EA7425 <1187>            ^|^A0000082^|2018|7|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^             997,00^
^A288070         ^|^GIOVE STAFFA SPONDA SX        ^|^7ST30EA7430                   ^|^A0000759^|2017|18|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|579000|0|^15/05/2018^|^             577,26^
^A288070         ^|^GIOVE STAFFA SPONDA SX        ^|^7ST30EA7430 <1187>            ^|^A0000082^|2018|8|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^15/05/2018^|^             997,00^
^A288080         ^|^GIUNTO CARRELLI (BRILL.)      ^|^7ST30CA1045                   ^|^A0000759^|2017|20|8005095|^GIVAS SRL                     ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^15/05/2018^|^           1.592,00^
^A288090         ^|^GIUNTO CARRELLI (BRILL.)      ^|^7ST30EA7391 <1183>            ^|^A0000240^|2018|1|8005095|^GIVAS SRL                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^           1.476,00^
^A288100         ^|^SUPPORTO IN ALLUMINIO 1M 4 FIL^|^<1188>                        ^|^A0000028^|2018|1|8004950|^VIMAR SPA                     ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^17/04/2018^|^           9.711,00^
^A288102         ^|^SUPPORTO IN ALLUMINIO 2M 4FIL.^|^<1189>                        ^|^A0000186^|2018|1|8004950|^VIMAR SPA                     ^|^PZ^|^          5.000,000^|^          5.000,000^|0|^23/04/2018^|^          21.010,00^
^A288104         ^|^SUPPORTO IN ALLUMINIO 3M 4FIL.^|^<1190>                        ^|^A0000186^|2018|2|8004950|^VIMAR SPA                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^27/04/2018^|^           4.697,00^
^A288220         ^|^MOUNTING FLANGE KS3.2 MACH    ^|^A5E42935250    MACHINED       ^|^A0000067^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|10000|10000|0|^10/05/2018^|^              69,70^
^A288220         ^|^MOUNTING FLANGE KS3.2 MACH    ^|^A5E42935250    MACHINED       ^|^A0000234^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|50000|50000|0|^02/07/2018^|^             356,00^
^A288221         ^|^MOUNTING FLANGE KS3.1 MACH    ^|^A5E42935251    MACHINED       ^|^A0000067^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|20000|20000|0|^10/05/2018^|^             137,40^
^A288221         ^|^MOUNTING FLANGE KS3.1 MACH    ^|^A5E42935251    MACHINED       ^|^A0000234^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|450000|450000|0|^02/07/2018^|^           3.159,00^
^A288230         ^|^MOUNTING FLANGE KS4.1 MACH    ^|^A5E42467454    MACHINED       ^|^A0000068^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|10000|10000|0|^10/05/2018^|^              71,00^
^A288231         ^|^MOUNTING FLANGE KS4.2 MACH    ^|^A5E42485203      MACHINED     ^|^A0000068^|2018|2|9010758|^SIEMENS AG                    ^|^PZ^|20000|20000|0|^10/05/2018^|^             120,40^
^A288250         ^|^790305210HA                   ^|^                              ^|^A0000079^|2018|2|8000521|^GEORG FISCHER OMICRON  SRL    ^|^PZ^|^          2.000,000^|305000|0|^16/03/2018^|^             412,06^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^A0000224^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          1.824,000^|^          1.824,000^|0|^26/03/2018^|^           1.404,48^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^A0000225^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          1.006,000^|818000|0|^26/03/2018^|^             629,86^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^S0000041^|2018|11|8004303|^CAME SPA                      ^|^PZ^|^          2.830,000^|^          2.830,000^|0|^02/05/2018^|^           2.179,10^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^S0000042^|2018|11|8004303|^CAME SPA                      ^|^PZ^|^          2.830,000^|^          2.830,000^|0|^01/06/2018^|^           2.179,10^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^S0000043^|2018|13|8004303|^CAME SPA                      ^|^PZ^|^          1.006,000^|^          1.006,000^|0|^01/07/2018^|^             774,62^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^S0000044^|2018|12|8004303|^CAME SPA                      ^|^PZ^|^          2.830,000^|^          2.830,000^|0|^01/08/2018^|^           2.179,10^
^A288260         ^|^SPORTELLO SBLOCCO 119BV932    ^|^<1180>                        ^|^S0000045^|2018|12|8004303|^CAME SPA                      ^|^PZ^|^          2.830,000^|^          2.830,000^|0|^01/09/2018^|^           2.179,10^
^A288270         ^|^SUPPORTO TENDITORE BOSCH      ^|^10200969<1205>                ^|^A0000262^|2018|1|8005052|^PETRONE OLEODINAMICA SRL      ^|^PZ^|^          1.200,000^|^          1.200,000^|0|^11/05/2018^|^           4.920,00^
^A288280         ^|^BASI RIDUTTORE SCORREVOLE IND.^|^119BV730                      ^|^A0000143^|2018|1|8004303|^CAME SPA                      ^|^PZ^|330000|330000|0|^31/03/2018^|^           2.569,05^
^A288290         ^|^FLANGIA CHIUSURA  RIDUTTORE   ^|^119BV731                      ^|^A0000143^|2018|2|8004303|^CAME SPA                      ^|^PZ^|330000|330000|0|^31/03/2018^|^             528,33^
^A288300         ^|^LEVA SBLOCCO SCORREVOLE IND.  ^|^119BV736                      ^|^A0000143^|2018|3|8004303|^CAME SPA                      ^|^PZ^|330000|330000|0|^31/03/2018^|^             451,77^
^A288310         ^|^FIANCO DX  AGORA'             ^|23080002|^A0000167^|2018|1|8005088|^EMMEGI SRL                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           4.789,00^
^A288311         ^|^FIANCO SX AGORA'              ^|23080004|^A0000167^|2018|2|8005088|^EMMEGI SRL                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^09/04/2018^|^           4.789,00^
^A288320         ^|^ANSCHLUSSFLANSCH RP 3/4  101  ^|^13 5                          ^|^A0000221^|2018|1|8005110|^FRIULPRESS Samp  SPA          ^|^PZ^|^         24.000,000^|^         24.000,000^|0|^30/04/2018^|^          18.648,00^
^A500550         ^|^RUOTA z46 m1,25               ^|^<2350>                        ^|^P0000103^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^09/05/2018^|^             892,50^
^A500550         ^|^RUOTA z46 m1,25               ^|^<2350>                        ^|^P0000103^|2018|3|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^06/07/2018^|^             892,50^
^A500712         ^|^BASE CUSTODIA ML110 st.01     ^|^RAL 5014    <235902>          ^|^P0000029^|2018|1|8004580|^HEMINA SPA                    ^|^PZ^|400000|15000|0|^05/02/2018^|^              40,98^
^A501010         ^|^COPERCHIO GRANDE x SCORREVOLE ^|^CON SCRITTA KING <2418>       ^|^P0000058^|2018|4|8004806|^KING GATES SRL                ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/04/2018^|^           3.780,00^
^A501020         ^|^COPERCHIO LATERALE x SCORREVOL^|^E cod. DY COPL-001 <2419>     ^|^P0000058^|2018|5|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^07/05/2018^|^             201,00^
^A501020         ^|^COPERCHIO LATERALE x SCORREVOL^|^E cod. DY COPL-001 <2419>     ^|^P0000058^|2018|21|8004806|^KING GATES SRL                ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^05/07/2018^|^             201,00^
^A501090         ^|^LINGUETTA COPRI SERRATURA cod.^|^CO LINS-001 <2423>            ^|^P0000743^|2017|1|8004806|^KING GATES SRL                ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^09/04/2018^|^             190,00^
^A505001         ^|^CORONA UNIPARK **             ^|^<1464>                        ^|^S0000043^|2018|41|8004303|^CAME SPA                      ^|^PZ^|500000|500000|0|^01/07/2018^|^             163,00^
^A505101         ^|^SATELLITE UNIPARK             ^|^(1465)                        ^|^S0000043^|2018|42|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/07/2018^|^             129,00^
^A527301         ^|^CAMPANA PER MISCELATORE A  PAL^|^O SERIE "ES" <735>            ^|^P0000157^|2018|1|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^         20.000,000^|^         20.000,000^|0|^03/05/2018^|^           2.000,00^
^A529301         ^|^SUPPORTO A PALO               ^|^ABS NERO IND. <722>           ^|^P0000157^|2018|2|8005010|^FRACARRO RADIOINDUSTRIE SRL   ^|^PZ^|^         10.000,000^|^         10.000,000^|0|^03/05/2018^|^             950,00^
^A543301         ^|^BUSSOLA CON APPOGGIO ASSIALE  ^|^<594>                         ^|^P0000226^|2018|1|8004872|^A.B. GROUP SRL                ^|^PZ^|^          4.000,000^|^          4.000,000^|0|^07/05/2018^|^           1.160,00^
^A552703         ^|^SCATOLA TIPO C DIS.13686PL VER^|^DE 15X30X32  <477>            ^|^P0000242^|2018|1|8003736|^SIRIO ELETTRONICA  SRL        ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^11/05/2018^|^             255,00^
^A552704         ^|^BASE PER SCATOLA C DIS.13786PL^|^-VERDE <477>                  ^|^P0000242^|2018|2|8003736|^SIRIO ELETTRONICA  SRL        ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^11/05/2018^|^             255,00^
^A565101         ^|^DISCO PER LETTORE OTTICO **   ^|^<1546>                        ^|^S0000026^|2018|10|8004303|^CAME SPA                      ^|^PZ^|^          1.500,000^|^          1.500,000^|0|^01/04/2018^|^             289,50^
^A565101         ^|^DISCO PER LETTORE OTTICO **   ^|^<1546>                        ^|^S0000042^|2018|9|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/06/2018^|^             579,00^
^A565101         ^|^DISCO PER LETTORE OTTICO **   ^|^<1546>                        ^|^S0000043^|2018|11|8004303|^CAME SPA                      ^|^PZ^|^          4.500,000^|^          4.500,000^|0|^01/07/2018^|^             868,50^
^A565101         ^|^DISCO PER LETTORE OTTICO **   ^|^<1546>                        ^|^S0000044^|2018|10|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/08/2018^|^             386,00^
^A565101         ^|^DISCO PER LETTORE OTTICO **   ^|^<1546>                        ^|^S0000045^|2018|10|8004303|^CAME SPA                      ^|^PZ^|^          3.000,000^|^          3.000,000^|0|^01/09/2018^|^             579,00^
^A565201         ^|^COPERCHIO LETTORE OTTICO **   ^|^<1546> imballo pz.1000        ^|^P0000239^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          2.800,000^|^          2.800,000^|0|^21/05/2018^|^             540,40^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000026^|2018|12|8004303|^CAME SPA                      ^|^PZ^|^          1.800,000^|^          1.800,000^|0|^01/04/2018^|^             237,60^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000041^|2018|17|8004303|^CAME SPA                      ^|^PZ^|^          1.800,000^|^          1.800,000^|0|^02/05/2018^|^             237,60^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000042^|2018|17|8004303|^CAME SPA                      ^|^PZ^|^          3.500,000^|^          3.500,000^|0|^01/06/2018^|^             462,00^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000043^|2018|19|8004303|^CAME SPA                      ^|^PZ^|^          3.500,000^|^          3.500,000^|0|^01/07/2018^|^             462,00^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000044^|2018|18|8004303|^CAME SPA                      ^|^PZ^|^          5.200,000^|^          5.200,000^|0|^01/08/2018^|^             686,40^
^A565801         ^|^SUPPORTO MORSETTIERA          ^|^<1220>                        ^|^S0000045^|2018|18|8004303|^CAME SPA                      ^|^PZ^|^          3.500,000^|^          3.500,000^|0|^01/09/2018^|^             462,00^
^A566701         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA ^|^<1119>                        ^|^S0000026^|2018|24|8004303|^CAME SPA                      ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/04/2018^|^             148,00^
^A566701         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA ^|^<1119>                        ^|^S0000041^|2018|29|8004303|^CAME SPA                      ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^02/05/2018^|^             148,00^
^A566701         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA ^|^<1119>                        ^|^S0000042^|2018|32|8004303|^CAME SPA                      ^|^PZ^|^          1.400,000^|^          1.400,000^|0|^01/06/2018^|^             207,20^
^A566701         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA ^|^<1119>                        ^|^S0000043^|2018|36|8004303|^CAME SPA                      ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^             148,00^
^A566701         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA ^|^<1119>                        ^|^S0000044^|2018|33|8004303|^CAME SPA                      ^|^PZ^|^          1.800,000^|^          1.800,000^|0|^01/08/2018^|^             266,40^
^A566702         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA-^|^M445B **  <1119>              ^|^S0000026^|2018|25|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/04/2018^|^             296,00^
^A566702         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA-^|^M445B **  <1119>              ^|^P0000237^|2018|2|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^23/04/2018^|^             296,00^
^A566702         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA-^|^M445B **  <1119>              ^|^S0000041^|2018|30|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^02/05/2018^|^             296,00^
^A566702         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA-^|^M445B **  <1119>              ^|^S0000042^|2018|33|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^01/06/2018^|^             355,20^
^A566702         ^|^CAVALLOTTO ASTA SBLOCCO EMEGA-^|^M445B **  <1119>              ^|^S0000043^|2018|37|8004303|^CAME SPA                      ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/07/2018^|^             296,00^
