^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A235960^|^CORPO INTERMEDIO 37602^|^<597>^|1|^E235960^|^CORPO INTERMEDIO 37602 grezzo^|^<597>^|^PZ^|1|1
^A235960^|^CORPO INTERMEDIO 37602^|^<597>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|124|132.68
^A235970^|^CORPO CENTRALE 37601^|^<597>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A235970^|^CORPO CENTRALE 37601^|^<597>^|1|^E235970^|^CORPO CENTRALE 37601 grezzo^|^<597>^|^PZ^|1|1
^A235970^|^CORPO CENTRALE 37601^|^<597>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|315|337.05
^A235980^|^CONO DI PROLUNGA FRIZIONAMENTO^|^<598>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A235980^|^CONO DI PROLUNGA FRIZIONAMENTO^|^<598>^|1|^E235980^|^CONO DI PROLUNGA FRIZION.grezz^|^o  <598>^|^PZ^|1|1
^A235980^|^CONO DI PROLUNGA FRIZIONAMENTO^|^<598>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|62|66.34
^A235990^|^PIASTRA SCORREVOLE^|^<598>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A235990^|^PIASTRA SCORREVOLE^|^<598>^|1|^E235990^|^PIASTRA SCORREVOLE grezza^|^<598>^|^PZ^|1|1
^A235990^|^PIASTRA SCORREVOLE^|^<598>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|53|56.71
^A236000^|^PATTINO DI BLOCCAGGIO^|^<598>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236000^|^PATTINO DI BLOCCAGGIO^|^<598>^|1|^E236000^|^PATTINO DI BLOCCAGGIO grezzo^|^<598>^|^PZ^|1|1
^A236000^|^PATTINO DI BLOCCAGGIO^|^<598>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|3|3.21
^A236010^|^RONDELLA DI BATTUTA PER SERIE^|^<598>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236010^|^RONDELLA DI BATTUTA PER SERIE^|^<598>^|1|^E236010^|^RONDELLA DI BATTUTA PER SERIE-^|^grezza <598>^|^PZ^|1|1
^A236010^|^RONDELLA DI BATTUTA PER SERIE^|^<598>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|26|27.82
^A236020^|^CUNEO BLOCCAGGIO PIASTRA^|^<598>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236020^|^CUNEO BLOCCAGGIO PIASTRA^|^<598>^|1|^E236020^|^CUNEO BLOCCAGGIO PIASTRA grezz^|^o   <598>^|^PZ^|1|1
^A236020^|^CUNEO BLOCCAGGIO PIASTRA^|^<598>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|8|8.56
^A236030^|^ATTACCO A "T" D'ANGOLO PER TUB^|^O QUADRO <599>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236030^|^ATTACCO A "T" D'ANGOLO PER TUB^|^O QUADRO <599>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236030^|^ATTACCO A "T" D'ANGOLO PER TUB^|^O QUADRO <599>^|1|^E236030^|^ATTACCO A "T" D'ANGOLO PER TUB^|^O QUADRO <599>^|^PZ^|1|1
^A236030^|^ATTACCO A "T" D'ANGOLO PER TUB^|^O QUADRO <599>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|275|302.5
^A236040^|^ATTACCO A "X" PER TUBO QUADRO^|^<600>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236040^|^ATTACCO A "X" PER TUBO QUADRO^|^<600>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236040^|^ATTACCO A "X" PER TUBO QUADRO^|^<600>^|1|^E236040^|^ATTACCO A "X" PER TUBO QUADRO-^|^grezzo <600>^|^PZ^|1|1
^A236040^|^ATTACCO A "X" PER TUBO QUADRO^|^<600>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|275|302.5
^A236050^|^ATTACCO AD ANGOLO PER TUBO QUA^|^DRO  <601>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236050^|^ATTACCO AD ANGOLO PER TUBO QUA^|^DRO  <601>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236050^|^ATTACCO AD ANGOLO PER TUBO QUA^|^DRO  <601>^|1|^E236050^|^ATTACCO AD ANGOLO PER TUBO QUA^|^DRO  <601>^|^PZ^|1|1
^A236050^|^ATTACCO AD ANGOLO PER TUBO QUA^|^DRO  <601>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|230|253
^A236060^|^ATTACCO A 90 PER TUBO QUADRO^|^<602>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236060^|^ATTACCO A 90 PER TUBO QUADRO^|^<602>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236060^|^ATTACCO A 90 PER TUBO QUADRO^|^<602>^|1|^E236060^|^ATTACCO A 90 PER TUBO QUADRO^|^<602>^|^PZ^|1|1
^A236060^|^ATTACCO A 90 PER TUBO QUADRO^|^<602>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A236061^|^ANGOLO FIL.M8 E M5^|^<602>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236061^|^ANGOLO FIL.M8 E M5^|^<602>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236061^|^ANGOLO FIL.M8 E M5^|^<602>^|1|^E236061^|^ANGOLO FIL. M8 E M5 grezzo^|^<602>^|^PZ^|1|1
^A236061^|^ANGOLO FIL.M8 E M5^|^<602>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|180|198
^A236070^|^ATTACCO A "T" PER TUBO QUADRO^|^<603>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236070^|^ATTACCO A "T" PER TUBO QUADRO^|^<603>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|0.01|0.01
^A236070^|^ATTACCO A "T" PER TUBO QUADRO^|^<603>^|1|^E236070^|^ATTACCO A "T" PER TUBO QUADRO^|^<603>^|^PZ^|1|1
^A236070^|^ATTACCO A "T" PER TUBO QUADRO^|^<603>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|230|253
^A236071^|^GIUNTO A "T" FIL.M5^|^<603>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0.01|0.01
^A236071^|^GIUNTO A "T" FIL.M5^|^<603>^|1|7900079|^BUSTE BOLLEARIA 16X20^||^PZ^|1|1
^A236071^|^GIUNTO A "T" FIL.M5^|^<603>^|1|^E236071^|^GIUNTO A "T" FIL.M5 grezzo^|^<603>^|^PZ^|1|1
^A236071^|^GIUNTO A "T" FIL.M5^|^<603>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|230|253
^A236080^|^SUPPORTO STAFFA INFERIORE MODI^|^FICATA <595>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236080^|^SUPPORTO STAFFA INFERIORE MODI^|^FICATA <595>^|1|^E236080^|^SUPPORTO STAFFA INFERIORE MODI^|^FICATA grezzo <595>^|^PZ^|1|1
^A236080^|^SUPPORTO STAFFA INFERIORE MODI^|^FICATA <595>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|190|209
^A236090^|^CARCASSA DX^|^<604>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.05|0.05
^A236090^|^CARCASSA DX^|^<604>^|1|^E236090^|^CARCASSA DX grezza^|^<604>^|^PZ^|1|1
^A236090^|^CARCASSA DX^|^<604>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|880|968
^A236100^|^CARCASSA SX^|^<604>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.05|0.05
^A236100^|^CARCASSA SX^|^<604>^|1|^E236100^|^CARCASSA SX grezza^|^<604>^|^PZ^|1|1
^A236100^|^CARCASSA SX^|^<604>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|860|946
^A236110^|^CORPO CENTRALE^|^<605>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236110^|^CORPO CENTRALE^|^<605>^|1|^E236110^|^CORPO CENTRALE grezzo^|^<605>^|^PZ^|1|1
^A236110^|^CORPO CENTRALE^|^<605>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A236111^|^CORPO CENTRALE NERO RAL9005^|^<605>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236111^|^CORPO CENTRALE NERO RAL9005^|^<605>^|1|^E236110^|^CORPO CENTRALE grezzo^|^<605>^|^PZ^|1|1
^A236111^|^CORPO CENTRALE NERO RAL9005^|^<605>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A236120^|^MENSOLA PORTANTE A MURO^|^<606>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236120^|^MENSOLA PORTANTE A MURO^|^<606>^|1|^E236120^|^MENSOLA PORTALE A MURO^|^<606>^|^PZ^|1|1
^A236120^|^MENSOLA PORTANTE A MURO^|^<606>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A236121^|^MENSOLA PORTANTE A MURO NERO R^|^AL9005 <606>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236121^|^MENSOLA PORTANTE A MURO NERO R^|^AL9005 <606>^|1|^E236120^|^MENSOLA PORTALE A MURO^|^<606>^|^PZ^|1|1
^A236121^|^MENSOLA PORTANTE A MURO NERO R^|^AL9005 <606>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A236130^|^PIASTRA SNODO **^|^<607>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236130^|^PIASTRA SNODO **^|^<607>^|1|^E236130^|^PIASTRA SNODO grezza **^|^<607>^|^PZ^|1|1
^A236130^|^PIASTRA SNODO **^|^<607>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|58|63.8
^A236131^|^PIASTRA SNODO NERO RAL9005^|^<607>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236131^|^PIASTRA SNODO NERO RAL9005^|^<607>^|1|^E236130^|^PIASTRA SNODO grezza **^|^<607>^|^PZ^|1|1
^A236131^|^PIASTRA SNODO NERO RAL9005^|^<607>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|58|63.8
^A236140^|^CORPO CENTRALE SNODO **^|^<607>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236140^|^CORPO CENTRALE SNODO **^|^<607>^|1|^E236140^|^CORPO CENTRALE SNODO grezzo **^|^<607>^|^PZ^|1|1
^A236140^|^CORPO CENTRALE SNODO **^|^<607>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A236141^|^CORPO CENTRALE SNODO NERO RAL9^|^005 <607>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236141^|^CORPO CENTRALE SNODO NERO RAL9^|^005 <607>^|1|^E236140^|^CORPO CENTRALE SNODO grezzo **^|^<607>^|^PZ^|1|1
^A236141^|^CORPO CENTRALE SNODO NERO RAL9^|^005 <607>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|60|66
^A236150^|^FERMACAVI ***^|^<608>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236150^|^FERMACAVI ***^|^<608>^|1|^E236150^|^FERMACAVI grezzo ***^|^<608>^|^PZ^|1|1
^A236150^|^FERMACAVI ***^|^<608>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|4|4.28
^A236160^|^SEMIPIASTRA SERRACAVI ***^|^<608>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236160^|^SEMIPIASTRA SERRACAVI ***^|^<608>^|1|^E236160^|^SEMIPIASTRA SERRACAVI grezza *^|^**  <608>^|^PZ^|1|1
^A236160^|^SEMIPIASTRA SERRACAVI ***^|^<608>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|3|3.21
^A236170^|^SUPPORTO PARASOLE ***^|^<608>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0|0
^A236170^|^SUPPORTO PARASOLE ***^|^<608>^|1|^E236170^|^SUPPORTO PARASOLE grezzo ***^|^<608>^|^PZ^|1|1
^A236170^|^SUPPORTO PARASOLE ***^|^<608>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236171^|^SUPPORTO PARASOLE NERO RAL9005^|^<608>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236171^|^SUPPORTO PARASOLE NERO RAL9005^|^<608>^|1|^E236170^|^SUPPORTO PARASOLE grezzo ***^|^<608>^|^PZ^|1|1
^A236171^|^SUPPORTO PARASOLE NERO RAL9005^|^<608>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236180^|^BOCCOLA DI TRASCINAMENTO STRAT^|^OS   <609>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236180^|^BOCCOLA DI TRASCINAMENTO STRAT^|^OS   <609>^|1|^E236180^|^BOCCOLA DI TRASCINAMENTO STRAT^|^OS grezza <609>^|^PZ^|1|1
^A236180^|^BOCCOLA DI TRASCINAMENTO STRAT^|^OS   <609>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|71|78.1
^A236190^|^STAFFA FISSAGGIO MOTORE ZIP in^|^-ALLUMINIO <610>^|1|7900061|^CARTONI A/N KE3PD 58,5X90X60HC^|^marchio rosso^|^PZ^|0.02|0.02
^A236190^|^STAFFA FISSAGGIO MOTORE ZIP in^|^-ALLUMINIO <610>^|1|^E236190^|^STAFFA FISSAGGIO MOTORE ZIP gr^|^ezzo  <610>^|^PZ^|1|1
^A236190^|^STAFFA FISSAGGIO MOTORE ZIP in^|^-ALLUMINIO <610>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|2450|2695
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|1|7708800|^UNI 5931 M6x25 ZINCATE BIANCHE^|^(IRSAP)^|^PZ^|2|2
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.01|0.01
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|1|^E280100^|^ATTACCO A MURO SINTESI grezzo^|^<331>^|^PZ^|1|1
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|1|^E281001^|^ATTACCO RADIATORE SINTESI DIAM^|^.30 grezzo** <367>^|^PZ^|1|1
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|55|58.85
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|1|^E281101^|^BRACCIO RADIATORE SINTESI  30^|^grezzo** <367>^|^PZ^|1|1
^A236200^|^MORSETTO SINTESI DIAM.30 GREZZ^|^O <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|30|32.1
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|1|7708800|^UNI 5931 M6x25 ZINCATE BIANCHE^|^(IRSAP)^|^PZ^|2|2
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.01|0.01
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|1|^E280100^|^ATTACCO A MURO SINTESI grezzo^|^<331>^|^PZ^|1|1
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|1|^E281001^|^ATTACCO RADIATORE SINTESI DIAM^|^.30 grezzo** <367>^|^PZ^|1|1
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|55|58.85
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|1|^E281101^|^BRACCIO RADIATORE SINTESI  30^|^grezzo** <367>^|^PZ^|1|1
^A236201^|^MORSETTO SINTESI DIAM.30 BIANC^|^O  <331-367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|30|32.1
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|1|7708800|^UNI 5931 M6x25 ZINCATE BIANCHE^|^(IRSAP)^|^PZ^|2|2
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0.01|0.01
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|1|^E280100^|^ATTACCO A MURO SINTESI grezzo^|^<331>^|^PZ^|1|1
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|1|^E281001^|^ATTACCO RADIATORE SINTESI DIAM^|^.30 grezzo** <367>^|^PZ^|1|1
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|55|58.85
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|1|^E281101^|^BRACCIO RADIATORE SINTESI  30^|^grezzo** <367>^|^PZ^|1|1
^A236202^|^MORSETTO SINTESI   30 CROMO^|^<331_367>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|30|32.1
^A236220^|^SCOCCA SX  VERNICIATA^|^<611>^|1|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A236220^|^SCOCCA SX  VERNICIATA^|^<611>^|1|^E236220^|^SCOCCA SX grezza^|^<611>^|^PZ^|1|1
^A236220^|^SCOCCA SX  VERNICIATA^|^<611>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1145|1259.5
^A236230^|^SCOCCA DX VERNICIATA^|^<1173><ex 61101>^|1|7900217|^CARTONI 780x580x520^||^PZ^|0.01|0.01
^A236230^|^SCOCCA DX VERNICIATA^|^<1173><ex 61101>^|1|^E236230^|^SCOCCA DX grezza <1173>^|^<ex 61101>^|^PZ^|1|1
^A236230^|^SCOCCA DX VERNICIATA^|^<1173><ex 61101>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1145|1259.5
^A236240^|^COPERCHIO ALL.SEMIB.FASC.RES.^|^<612>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236240^|^COPERCHIO ALL.SEMIB.FASC.RES.^|^<612>^|1|^E236240^|^COPERCHIO ALL.RES.CIRCUITO IBR^|^IDO grezzo <612>^|^PZ^|1|1
^A236240^|^COPERCHIO ALL.SEMIB.FASC.RES.^|^<612>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A236250^|^SEMIBASE ALL.RES.S4 IBRIDO^|^ARCO <613>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236250^|^SEMIBASE ALL.RES.S4 IBRIDO^|^ARCO <613>^|1|^E236250^|^SEMIBASE ALL.FASC.RES.CIRCUITO^|^-IBRIDO grezzo <613>^|^PZ^|1|1
^A236250^|^SEMIBASE ALL.RES.S4 IBRIDO^|^ARCO <613>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|67|73.7
^A236260^|^SEMIBASE ALL.RES.CIRCUITO IBRI^|^DO  <614>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236260^|^SEMIBASE ALL.RES.CIRCUITO IBRI^|^DO  <614>^|1|^E236260^|^SEMIBASE ALL.RES.CIRCUITO IBRI^|^DO grezza  <614>^|^PZ^|1|1
^A236260^|^SEMIBASE ALL.RES.CIRCUITO IBRI^|^DO  <614>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|82|90.2
^A236270^|^TESTATA POSTERIORE CP063^|^<615>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236270^|^TESTATA POSTERIORE CP063^|^<615>^|1|^E236270^|^TESTATA POSTERIORE CP063 grezz^|^a    <615>^|^PZ^|1|1
^A236270^|^TESTATA POSTERIORE CP063^|^<615>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|130|143
^A236280^|^TESTATA ANTERIORE  CP063^|^<616>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236280^|^TESTATA ANTERIORE  CP063^|^<616>^|1|^E236280^|^TESTATA ANTERIORE CP063 grezza^|^<616>^|^PZ^|1|1
^A236280^|^TESTATA ANTERIORE  CP063^|^<616>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|450|495
^A236290^|^MOZZO INTERNO^|^<618>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236290^|^MOZZO INTERNO^|^<618>^|1|^E236290^|^MOZZO INTERNO grezzo^|^<618>^|^PZ^|1|1
^A236290^|^MOZZO INTERNO^|^<618>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|255|280.5
^A236300^|^CORPO RIDUTTORE SKYBOX^|^<619>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236300^|^CORPO RIDUTTORE SKYBOX^|^<619>^|1|^E236300^|^CORPO RIDUTTORE SKYBOX st.01^|^<619>^|^PZ^|1|1
^A236300^|^CORPO RIDUTTORE SKYBOX^|^<619>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|280|308
^A236310^|^COPERCHIO RIDUTTORE LUXO^|^<620>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236310^|^COPERCHIO RIDUTTORE LUXO^|^<620>^|1|^E236310^|^COPERCHIO RIDUTTORE LUXO grezz^|^o  <620>^|^PZ^|1|1
^A236310^|^COPERCHIO RIDUTTORE LUXO^|^<620>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|300|330
^A236320^|^CALOTTA SUPERIORE MOTORE C.A.^|^<621>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236320^|^CALOTTA SUPERIORE MOTORE C.A.^|^<621>^|1|^E236320^|^CALOTTA SUPERIORE MOTORE C.A.^|^grezza <621>^|^PZ^|1|1
^A236320^|^CALOTTA SUPERIORE MOTORE C.A.^|^<621>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|161|177.1
^A236330^|^CALOTTA INFERIORE MOTORE C.A.^|^<622>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A236330^|^CALOTTA INFERIORE MOTORE C.A.^|^<622>^|1|^E236330^|^CALOTTA INFERIORE  MOTORE C.A.^|^-grezza  <622>^|^PZ^|1|1
^A236330^|^CALOTTA INFERIORE MOTORE C.A.^|^<622>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|132|145.2
^A236340^|^CALOTTA POSTERIORE MOTORE Z30^|^-grezza  <623>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236340^|^CALOTTA POSTERIORE MOTORE Z30^|^-grezza  <623>^|1|^E236340^|^CALOTTA POSTERIORE MOTORE Z30^|^-grezza  <623>^|^PZ^|1|1
^A236340^|^CALOTTA POSTERIORE MOTORE Z30^|^-grezza  <623>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|120|132
^A236350^|^CALOTTA ANTERIORE MOTORE Z30^|^<623>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A236350^|^CALOTTA ANTERIORE MOTORE Z30^|^<623>^|1|^E236350^|^CALOTTA ANTERIORE MOTORE Z30 g^|^rezza   <623>^|^PZ^|1|1
^A236350^|^CALOTTA ANTERIORE MOTORE Z30^|^<623>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|95|104.5
^A236360^|^NON USARE^|^<624>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.1|0.1
^A236360^|^NON USARE^|^<624>^|1|^E236360^|^GUSCIO SUPERIORE RIDUT.LUXO gr^|^ezzo  <624>^|^PZ^|1|1
^A236360^|^NON USARE^|^<624>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1020|1122
^A236370^|^GUSCIO INFERIORE RIDUT. LUXO^|^<624>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.1|0.1
^A236370^|^GUSCIO INFERIORE RIDUT. LUXO^|^<624>^|1|^E236370^|^GUSCIO INFERIORE RIDUT. LUXO g^|^rezzo   <624>^|1|1|1
^A236370^|^GUSCIO INFERIORE RIDUT. LUXO^|^<624>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|770|847
^A236380^|^FILTRO ARIA AP 410 C/SCRITTA^|^<625>^|1|7900046|^CARTONI 400x400x400^||^PZ^|1|1
^A236380^|^FILTRO ARIA AP 410 C/SCRITTA^|^<625>^|1|^E236380^|^FILTRO ARIA AP 410 grezzo^|^<625>^|^PZ^|1|1
^A236380^|^FILTRO ARIA AP 410 C/SCRITTA^|^<625>^|2|7715000|^SPINA ALT.43 X STAMPO AP/410^|^(SOGEFI  C/LAVORO)^|^PZ^|9|9
^A236380^|^FILTRO ARIA AP 410 C/SCRITTA^|^<625>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|800|880
^A236390^|^FILTRO ARIA AP 411^|^<625>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A236390^|^FILTRO ARIA AP 411^|^<625>^|1|^E236390^|^FILTRO ARIA AP 411 grezzo^|^<625>^|^PZ^|1|1
